age_group | category | category_l1 | category_l2 | category_l3 | count
3M-6M | Bodysuit bé trai tam giác | Thời trang | Thời trang bé trai | Bodysuit bé trai | 21
9M-4Y | Bộ bé gái Animo | Thời trang | Thời trang bé gái | Bộ bé gái | 1
Từ 6M | QBB | Thực phẩm cho bé | TP từ sữa (bảo quản lạnh) | Phô mai | 1
Từ 7M | Ruốc | Thực phẩm cho bé | Mì & Đồ khô ăn liền | Rắc | 4
Không xác định | Gặm nướu silicone Mombella | Đồ chơi & Sách | 0-1Y | Gặm nướu | 9
Không xác định | Caryn_Tã dán | Tã | Caryn | Caryn | 5
Không xác định | Doppel Herz | TPCN | TPCN cho bé | DHA/Omega-3 | 1
1Y-2Y | Nan A2 Step 3 | Sữa | Nestle | Nan A2 InfiniPro | 2
7Y-8Y | Bộ quần áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 1
Không xác định | Khẩu trang người lớn Anyguard | Vệ sinh | Khẩu trang | Khẩu trang người lớn | 1
12M-18M | Quần lót cho bé | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 1
Không xác định | Hộp đựng phấn rôm | Babycare | Đồ dùng vệ sinh | Vệ sinh cơ thể | 6
Không xác định | Bình tập uống ngừng bán | Babycare | Đồ dùng ăn uống | Bình tập uống | 22
2Y-3Y | 0-24M Áo thun bé trai tay dài đông | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 5
Không xác định | Yếm Animo | Babycare | Đồ dùng ăn uống | Yếm cho bé | 1
2Y-3Y | Quần lót cho bé | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 5
Không xác định | Mars | Thực phẩm cho gia đình | Kẹo | Kẹo mềm | 2
4M-6M | Bình sữa Agi | Babycare | "Bình sữa |  phụ kiện" | Bình sữa | 1
4Y-5Y | "Quần |  chân váy bé gái" | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 2
Không xác định | Bàn chải 2Y+ | Babycare | Đồ dùng vệ sinh | Bàn chải | 28
Không xác định | Giấy vệ sinh Bless you Famille - Lốc 10 | Vệ sinh | Giấy | Giấy vệ sinh | 1
Không xác định | Lineabon K2D3 | TPCN | TPCN cho bé | Vitamin D | 5
Từ 7M | Sài Gòn Food | Thực phẩm cho bé | Cháo ăn dặm | Cháo tươi | 7
Từ 0M | Set 2 Bộ bao tay chân | Thời trang | Quần áo & Phụ kiện sơ sinh | "Bao tay chân |  nón" | 51
Từ 3Y | Vinamilk Organic Step 4 | Sữa | Vinamilk | Vinamilk Organic | 1
Mẹ | Hút sữa điện đôi Tommee Tippee | Babycare | Thiết bị điện gia dụng | Hút sữa | 2
Không xác định | Nước giặt Essence | Hóa mỹ phẩm gia đình | Giặt xả gia đình | Giặt gia đình | 3
Không xác định | Nature's Bounty | TPCN | TPCN cho gia đình | Ginkgo | 1
4Y-5Y | 0-24M Áo thun bé trai tay dài đông | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 9
Không xác định | Metacare Step 4 | Sữa | Nutricare | Metacare | 1
Từ 1Y | Quần short bé trai | Thời trang | Thời trang bé trai | Quần bé trai | 4
2Y-6Y | Nan A2 Step 4 | Sữa | Nestle | Nan A2 InfiniPro | 1
5Y-6Y | Vớ | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 2
Từ 8M | Agusha | Thực phẩm cho bé | Thức ăn nghiền cho bé | Trái cây nghiền | 1
0-6M | Ty ngậm Philips Avent | Babycare | "Bình sữa |  phụ kiện" | Ty ngậm | 6
Từ 3Y | Pocky | Thực phẩm cho bé | Bánh & Kẹo cho bé | Bánh cho bé từ 2 tuổi | 1
Từ 2Y | Grow plus xanh Step 4 Specialty | Sữa | Nutifood | Grow Plus Xanh | 2
Từ 6M | Ruốc | Thực phẩm cho bé | Mì & Đồ khô ăn liền | Rắc | 2
Từ 3Y | Bộ quần áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 21
1Y-10Y | Oggi Gold Step 3 Specialty | Sữa | Vitadairy | Oggi Gold | 1
Từ 0M | "Gạc |  rơ lưỡi vải" | Babycare | Đồ dùng vệ sinh | "Gạc |  rơ lưỡi" | 1
Không xác định | Giày tập đi 89k S13 | Phụ kiện | Giày tập đi | Giày tập đi 89k | 23
Từ 3Y | "Quần |  chân váy bé gái" | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 25
Từ 1Y | Quần short bé gái | Thời trang | Thời trang bé gái | Quần bé gái | 2
Không xác định | Oreo | Thực phẩm cho gia đình | Bánh | Bánh quy | 6
Không xác định | Zott | Thực phẩm cho bé | TP từ sữa (bảo quản lạnh) | Phô mai | 2
Không xác định | Thú bông | Đồ chơi & Sách | 0-1Y | Đồ chơi nhồi bông | 95
Từ 1Y | Bộ quần áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 30
Không xác định | Ruốc | Thực phẩm cho bé | Mì & Đồ khô ăn liền | Rắc | 2
Không xác định | Lactozim | TPCN | TPCN cho bé | Ăn ngon | 1
5Y-6Y | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 52
Từ 4Y | Quần bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 12
Không xác định | Bình sữa Kuku | Babycare | "Bình sữa |  phụ kiện" | "Bình sữa |  phụ kiện ngừng bán" | 21
Không xác định | Sữa tắm Lifebuoy | Hóa mỹ phẩm gia đình | Chăm sóc cơ thể | Sữa tắm | 6
4Y-5Y | Quần lót cho bé | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 7
Không xác định | Nước rửa bình sữa Pigeon | Hóa mỹ phẩm cho bé | Nước rửa bình sữa | Nước rửa bình sữa trong nước | 2
Từ 3M | Bodysuit cũ | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 8
Từ 4M | Hipp | Thực phẩm cho bé | Bột ăn dặm | Bột cho bé từ 6 tháng | 4
18M-24M | Đầm cũ | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 3
Từ 3Y | Áo bé trai Animo Easy | Thời trang | Thời trang bé trai | Áo bé trai | 28
Không xác định | Kem dưỡng ẩm Hada Labo | Hóa mỹ phẩm gia đình | Chăm sóc da | Dưỡng ẩm mặt | 2
0-12M | Bodysuit bé trai tam giác | Thời trang | Thời trang bé trai | Bodysuit bé trai | 7
Không xác định | Varna Elite | Sữa | Nutifood | Varna | 2
Từ 6M | Heinz | Thực phẩm cho bé | Bột ăn dặm | Bột cho bé từ 6 tháng | 3
Từ 18M | Đầm cũ | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 3
Không xác định | Huggies Thường_Tã Quần | Tã | Huggies | Huggies Thường | 27
3M-6M | Núm ty Aga-ae | Babycare | "Bình sữa |  phụ kiện" | Núm ty | 1
Không xác định | Bình sữa Mam | Babycare | "Bình sữa |  phụ kiện" | Bình sữa | 15
11Y-12Y | Quần bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 10
Không xác định | Phụ kiện bơi tồn | Phụ kiện | Cơ cấu hàng cũ | Phụ  kiện tồn | 22
1Y-4Y | Đầm bé gái Animo Easy | Thời trang | Thời trang bé gái | Đầm bé gái | 10
Không xác định | Dầu tỏi Diệp Chi | TPCN | TPCN cho bé | Tăng cường hệ miễn dịch | 1
1Y-3Y | Bellamy Step 3 | Sữa | Bellamy | Bellamy | 1
3Y-5Y | Kem đánh răng Colgate | Hóa mỹ phẩm gia đình | Chăm sóc răng miệng | Kem đánh răng | 1
Không xác định | Vinamilk | Sữa nước | Sữa tươi tiệt trùng | Vinamilk | 1
7Y-8Y | Quần lót cho bé | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 2
Không xác định | Xịt thơm miệng Pierrot | Hóa mỹ phẩm gia đình | Chăm sóc răng miệng | Nước súc miệng | 1
0-4Y | "Nôi |  cũi Concung Good" | Babycare | Bé ngủ | "Nôi |  cũi |  võng" | 1
Từ 18M | Đồ chơi nhà tắm | Đồ chơi & Sách | 1Y+ | Đồ chơi nước | 2
Không xác định | Nestle | Thực phẩm cho bé | Bột ăn dặm | Bột cho bé từ 6 tháng | 5
Từ 2Y | Bodysuit cũ | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 7
Không xác định | Fitolife | TPCN | TPCN cho bé | Ngủ ngon | 1
"[""Từ 3M"" |  ""Từ 6M"" |  ""Từ 9M""]" | Quần sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 10
Không xác định | Swiss Energy | TPCN | TPCN cho mẹ | Vitamin mẹ bầu | 1
Từ 6M | Chan Bé | Thực phẩm cho bé | Dầu ăn & Gia vị | Nước mắm | 1
Từ 3Y | "Dụng cụ ăn uống Marcus |  Tommee" | Babycare | Đồ dùng ăn uống | Dụng cụ ăn uống | 6
Từ 4Y | Áo bé gái Animo Easy | Thời trang | Thời trang bé gái | Áo bé gái | 18
Không xác định | Burine | Thực phẩm cho bé | TP từ sữa (bảo quản thường) | Váng sữa | 2
3M-6M | Bodysuit đông vải dày | Thời trang | Thời trang đông | Bodysuit đông | 10
Từ 6M | Kem đánh răng khác | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Kem đánh răng | 1
Không xác định | Matsuya | Thực phẩm cho bé | Cháo ăn dặm | Bột cháo khô | 4
Từ 1Y | Bô/ Miếng lót bồn cầu Animo | Babycare | Đồ dùng vệ sinh | Thau tắm/ Bô vệ sinh | 2
Từ 19Y | Solgar | TPCN | TPCN cho mẹ | Vitamin mẹ bầu | 1
Không xác định | Gặm nướu silicone Animo | Đồ chơi & Sách | 0-1Y | Gặm nướu | 9
Không xác định | Healthy Care | TPCN | TPCN cho gia đình | Fish Oil | 1
Không xác định | Ginbis | Thực phẩm cho bé | Snack ăn dặm | Bánh quy | 2
Không xác định | Bông tẩy trang Silcot | Vệ sinh | Bông tẩy trang | Bông tẩy trang Nhật | 3
Không xác định | Khẩu trang cho bé PIGEON | Vệ sinh | Khẩu trang | Khẩu trang cho bé | 1
Không xác định | Núm ty Wesser | Babycare | "Bình sữa |  phụ kiện" | Núm ty | 4
Không xác định | "Túi ngủ |  swaddle" | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 17
Từ 9M | Áo sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 70
4Y-5Y | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 61
Từ 0M | Tắm gội toàn thân Goongbe | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Tắm gội cho bé | 1
Không xác định | "2-6Y Vòng tay |  vòng cổ" | Phụ kiện | Phụ kiện khác | "Vòng tay |  vòng cổ" | 1
Từ 3Y | Hipp Step 4 | Sữa | Hipp | Hipp | 1
0-3M | Vớ | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 10
2Y-3Y | Bộ đông bé trai dài | Thời trang | Thời trang đông | Bộ đông | 9
18M-24M | 0-3Y Bộ đông bé trai dài | Thời trang | Thời trang đông | Bộ đông | 5
Từ 0M | Áo sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 57
Không xác định | Kính chống giọt bắn | Phụ kiện | Cơ cấu hàng cũ | Phụ  kiện tồn | 2
Từ 0M | Bao tay chân | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 65
Không xác định | Song Yến | Thực phẩm cho gia đình | Đồ uống | Nước yến | 2
Từ 19M | Đồ chơi phát nhạc | Đồ chơi & Sách | 0-1Y | Phát triển giác quan | 1
Không xác định | Nissin | Thực phẩm cho bé | Mì & Đồ khô ăn liền | Ngũ cốc ăn sáng | 2
Mẹ | Áo ngực cho mẹ | Thời trang | Cho mẹ | Phụ kiện cho mẹ | 12
9M-4Y | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 1
Từ 1Y | Maeil | Thực phẩm cho bé | Snack ăn dặm | Snack | 3
Không xác định | Tẩy tế bào chết da mặt Cocoon | Hóa mỹ phẩm gia đình | Chăm sóc da | Tẩy tế bào chết da mặt | 1
Không xác định | Pediakid | TPCN | TPCN cho bé | Ăn ngon | 1
Từ 1Y | Nón sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 1
Không xác định | Heinz | Thực phẩm cho bé | Thức ăn nghiền cho bé | Trái cây nghiền | 7
Không xác định | Lotte | Thực phẩm cho gia đình | Kẹo | Kẹo cứng | 2
Không xác định | Sandal bé trai S19 | Phụ kiện | Giày dép 1-3Y | Sandal bé trai | 32
Từ 6M | Dầu Gạo | Thực phẩm cho bé | Dầu ăn & Gia vị | Dầu ăn | 1
0-12M | Áo sơ sinh Animo | Thời trang | Quần áo & Phụ kiện sơ sinh | Áo | 25
Không xác định | Abbott Grow Step 1 | Sữa | Abbott | Abbott Grow | 1
Không xác định | Clavie | Thực phẩm cho gia đình | Snack | Trái cây sấy | 4
Không xác định | Pediakid | TPCN | TPCN cho bé | Vitamin D | 1
3M-6M | Bộ Modal set 2 | Thời trang | Modal kháng khuẩn | Bộ Modal | 26
Từ 2Y | Đầm | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 22
Không xác định | Áo ngực bầu | Thời trang | Cơ cấu hàng cũ | Đồ bầu | 21
Không xác định | Nescafe | Thực phẩm cho gia đình | Trà & Cà phê | Cà phê | 3
Từ 0M | Kệ chữ A | Đồ chơi & Sách | 0-1Y | Thảm chơi & kệ chữ A | 1
Không xác định | Kagome | Thực phẩm cho gia đình | Đồ uống | Nước trái cây | 3
Từ 0M | Xe đẩy Mastela | Babycare | Đồ dùng ra ngoài | Xe đẩy | 2
Không xác định | Dầu gội Romano | Hóa mỹ phẩm gia đình | Chăm sóc tóc | Dầu gội | 3
Từ 2Y | Bộ bé gái Animo | Thời trang | Thời trang bé gái | Bộ bé gái | 12
Không xác định | Phấn rôm & phấn thơm Kodomo | Hóa mỹ phẩm cho bé | Chăm sóc da bé | Phấn rôm & phấn thơm | 1
Mẹ | Hút sữa điện đôi Fatz | Babycare | Thiết bị điện gia dụng | Hút sữa | 3
Không xác định | Maya | TPCN | TPCN cho bé | Thảo dược | 2
Không xác định | Buona | TPCN | TPCN cho bé | Ăn ngon | 1
Không xác định | Mister Potato | Thực phẩm cho gia đình | Snack | Khoai tây chiên | 2
Không xác định | Varna Complete Adult | Sữa | Nutifood | Varna | 1
Từ 1Y | Bellamy | Thực phẩm cho bé | Snack ăn dặm | Trái cây sấy cho bé | 1
9M-12M | 0-24M Áo thun bé trai tay dài đông | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 1
Từ 13Y | BioCare | TPCN | TPCN cho mẹ | Tinh dầu hoa anh thảo | 1
Từ 6M | Áo bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 8
Không xác định | Sữa tắm Senka | Hóa mỹ phẩm gia đình | Chăm sóc cơ thể | Sữa tắm | 2
Từ 0M | Quần sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 35
1Y-2Y | Colos DHA Step 3 | Sữa | Vitadairy | Colosbaby DHA | 1
6M-12M | Giày sơ sinh 149k S9 | Phụ kiện | Giày tập đi | Giày sơ sinh 119k | 5
Không xác định | Kinohimitsu | TPCN | TPCN cho mẹ | Collagen | 1
Không xác định | Khẩu trang | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 14
Không xác định | Xúc xắc Animo | Đồ chơi & Sách | 0-1Y | Xúc xắc | 4
Từ 6M | Dầu Cá hồi | Thực phẩm cho bé | Dầu ăn & Gia vị | Dầu ăn | 1
Không xác định | Bộ quần áo bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 133
Từ 6M | Yếm ngừng bán | Babycare | Đồ dùng ăn uống | Đồ dùng ăn uống ngừng bán | 3
Không xác định | Túi ngủ | Thời trang | Quần áo & Phụ kiện sơ sinh | Phụ kiện cho bé | 2
6M-9M | Bodysuit bé gái đùi | Thời trang | Thời trang bé gái | Bodysuit bé gái | 26
Không xác định | Ghế ngồi ô tô Animo | Babycare | Đồ dùng ra ngoài | Ghế ngồi ô tô | 9
Không xác định | Giày chút chít 179k S16 | Phụ kiện | Giày tập đi | Giày chút chít 179k | 6
Không xác định | Purelac Step 3 | Sữa | Purelac | Purelac | 1
Không xác định | 0-3Y Kẹp | Phụ kiện | Phụ kiện khác | "Cài |  kẹp |  cột" | 25
Không xác định | "Trị muỗi |  côn trùng Ola Papi" | Hóa mỹ phẩm cho bé | Chăm sóc sức khỏe bé | "Trị muỗi |  côn trùng" | 1
Không xác định | Whito_Tã Quần | Tã | Whito | Whito | 4
Từ 6Y | Quần bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 20
Không xác định | Địu vải Comfy Baby | Babycare | Đồ dùng ra ngoài | Địu | 1
Không xác định | Bobby Fresh_Sơ Sinh | Tã | Bobby | Bobby Fresh | 18
Từ 5Y | Nón tồn cũ | Phụ kiện | Cơ cấu hàng cũ | Nón tồn | 2
Không xác định | Xe tập đi/Bàn chơi đa năng | Đồ chơi & Sách | 1Y+ | Vận động trong nhà | 5
Từ 1Y | Brauer | TPCN | TPCN cho bé | Calcium | 1
6M-36M | 0-3Y Bộ đông bé trai dài | Thời trang | Thời trang đông | Bộ đông | 4
Không xác định | Set 3 quần lót bé gái | Thời trang | Quần áo & Phụ kiện sơ sinh | Phụ kiện cho bé | 12
Không xác định | Nước tẩy toilet VIM | Hóa mỹ phẩm gia đình | Vệ sinh dụng cụ & bề mặt | Nước tẩy toilet | 2
Không xác định | Merries Volume Up_Tã dán M-XXL | Tã | Merries | Merries Volume Up | 3
4Y-5Y | Set 3 quần lót bé gái | Thời trang | Quần áo & Phụ kiện sơ sinh | Phụ kiện cho bé | 6
Không xác định | Nestle | Thực phẩm cho gia đình | Thực phẩm đông lạnh | Kem | 4
2Y-6Y | Kem đánh răng Splat | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Kem đánh răng | 1
Không xác định | Túi trữ sữa ngừng bán | Babycare | Đồ dùng cho mẹ | Trữ sữa | 5
Không xác định | Meiji | Thực phẩm cho bé | TP từ sữa (bảo quản lạnh) | Sữa chua uống | 2
Không xác định | Sữa tắm Dove | Hóa mỹ phẩm gia đình | Chăm sóc cơ thể | Sữa tắm | 3
Không xác định | Sáp thơm Ami | Hóa mỹ phẩm gia đình | Thơm không gian | Sáp thơm | 2
3M-6M | Áo sơ sinh Animo | Thời trang | Quần áo & Phụ kiện sơ sinh | Áo | 47
Không xác định | Yếm nhập khẩu | Thời trang | Quần áo & Phụ kiện sơ sinh | Phụ kiện cho bé | 12
Từ 6M | Heinz | Thực phẩm cho bé | Bột ăn dặm | Bột cho bé từ 4 tháng | 2
Không xác định | Văn phòng phẩm | Đồ chơi & Sách | Sách & VPP | Dụng cụ học tập | 14
Từ 1Y | Nutimilk | Sữa nước | Sữa tươi tiệt trùng | Nutifood | 4
2Y-3Y | Đầm | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 15
Không xác định | Yếm | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 95
Không xác định | Colosbaby | Sữa nước | Sữa bột pha sẵn | Vitadairy | 1
Không xác định | Bodysuit bé gái đùi | Thời trang | Thời trang bé gái | Bodysuit bé gái | 43
Không xác định | Thanh Lương Thảo | TPCN | TPCN cho bé | Thảo dược | 1
